"workclass";"education";"marital_status";"major_ind_code";"occupation";"race";"gender";"full_or_part_emp";"capital_gains";"capital_losses";"state_prev_res";"det_hh_summ";"fam_under_18";"country_self";"year";"income_50k";"YoB"
"local government";"bachelors degree(ba ab bs)";"divorced";"finance insurance and real estate";"executive admin and managerial";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";38
"federal government";"10th grade";"divorced";"public administration";"transportation and material moving";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";24
"federal government";"associates degree academic program";"married civilian spouse present";"public administration";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";57
"private";"10th grade";"never married";"retail trade";"other service";"white";"female";"children or armed forces";0;0;"minnesota";"child under 18 never married";"mother only present";"united states";94;"<=50k";77
"state government";"some college but no degree";"married civilian spouse present";"public administration";"precision production craft & repair";"white";"male";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";54
"private";"11th grade";"never married";"entertainment";"other service";"white";"female";"children or armed forces";0;0;;"child 18 or older";;"germany";94;"<=50k";75
"private";"some college but no degree";"never married";"retail trade";"other service";"asian or pacific islander";"female";"pt for non econ reasons usually ft";0;0;;"child 18 or older";;"south korea";95;"<=50k";72
"private";"7th and 8th grade";"married civilian spouse present";"private household services";"private household services";"white";"female";"children or armed forces";0;0;"utah";"spouse of householder";;"united states";94;"<=50k";74
"state government";"bachelors degree(ba ab bs)";"never married";"education";"professional specialty";"white";"female";"pt for non econ reasons usually ft";0;0;;"householder";;"united states";95;"<=50k";59
"private";"high school graduate";"never married";"retail trade";"handlers equip cleaners etc";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";64
"local government";"high school graduate";"divorced";"public administration";"protective services";"white";"male";"children or armed forces";0;0;;"child 18 or older";;"united states";94;"<=50k";57
"private";"high school graduate";"divorced";"construction";"precision production craft & repair";"white";"male";"not in labor force";0;0;;"householder";;"united states";95;"<=50k";49
"private";"associates degree academic program";"married civilian spouse present";"medical except hospital";"professional specialty";"white";"female";"children or armed forces";0;0;;"spouse of householder";;"united states";94;"<=50k";51
"private";"high school graduate";"married civilian spouse present";"finance insurance and real estate";"adm support including clerical";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";69
"private";"some college but no degree";"divorced";"retail trade";"sales";"white";"female";"full time schedules";0;0;;"householder";;"france";95;"<=50k";36
"private";"high school graduate";"never married";"manufacturing nondurable goods";"machine operators assmblrs & inspctrs";"black";"female";"children or armed forces";0;0;;"nonrelative of householder";;"united states";94;"<=50k";62
"state government";"bachelors degree(ba ab bs)";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"male";"children or armed forces";0;0;;"householder";;"united states";94;">50k";57
"private";"high school graduate";"married spouse absent";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"other relative of householder";;"united states";94;"<=50k";64
"private";"5th or 6th grade";"married civilian spouse present";"agriculture";"farming forestry and fishing";"white";"female";"full time schedules";0;0;;"householder";;"mexico";95;"<=50k";53
"state government";"associates degree academic program";"divorced";"social services";"adm support including clerical";"amer indian aleut or eskimo";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";41
"private";"high school graduate";"never married";"retail trade";"professional specialty";"white";"female";"full time schedules";0;0;;"child 18 or older";;"united states";95;"<=50k";72
"federal government";"bachelors degree(ba ab bs)";"married civilian spouse present";"public administration";"executive admin and managerial";"white";"male";"children or armed forces";0;0;"north carolina";"spouse of householder";;"united states";94;"<=50k";39
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"adm support including clerical";"white";"female";"pt for econ reasons usually pt";0;0;;"spouse of householder";;"united states";95;"<=50k";35
"federal government";"high school graduate";"divorced";"public administration";"executive admin and managerial";"white";"male";"children or armed forces";10520;0;;"householder";;"united states";94;">50k";34
"self employed not incorporated";"masters degree(ma ms meng med msw mba)";"widowed";"agriculture";"farming forestry and fishing";"white";"female";"full time schedules";0;0;;"householder";;"united states";95;"<=50k";28
"private";"masters degree(ma ms meng med msw mba)";"never married";"other professional services";"executive admin and managerial";"other";"female";"full time schedules";0;0;;"child 18 or older";;;95;"<=50k";70
"self employed incorporated";"high school graduate";"married civilian spouse present";"construction";"adm support including clerical";"white";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";38
"private";"high school graduate";"married civilian spouse present";"medical except hospital";"other service";"amer indian aleut or eskimo";"female";"full time schedules";0;0;;"spouse of householder";;"united states";95;"<=50k";57
"self employed not incorporated";"high school graduate";"married civilian spouse present";"construction";"precision production craft & repair";"white";"male";"children or armed forces";0;0;;"householder";;"england";94;"<=50k";49
"state government";"bachelors degree(ba ab bs)";"never married";"public administration";"executive admin and managerial";"white";"male";"pt for econ reasons usually pt";0;0;;"householder";;"united states";95;">50k";24
"private";"masters degree(ma ms meng med msw mba)";"never married";"medical except hospital";"other service";"white";"female";"children or armed forces";0;0;;"householder";;"united states";94;"<=50k";55
