age;workclass;education;marital_status;occupation;relationship;race;gender;capital_gains;capital_losses;hours_per_week;country_self;income_50k
45;federal government;bachelors degree(ba ab bs);married civilian spouse present;adm support including clerical;husband;asian or pacific islander;male;0;0;45;india;>50k
25;private;some college but no degree;married spouse absent;sales;not in family;white;female;0;0;40;united states;<=50k
54;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;wife;black;female;0;1887;38;united states;>50k
47;private;5th or 6th grade;never married;machine operators assmblrs & inspctrs;unmarried;white;female;0;0;40;dominican republic;<=50k
36;private;bachelors degree(ba ab bs);divorced;private household services;unmarried;white;female;0;0;40;united states;<=50k
48;private;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;2415;50;united states;>50k
66;self employed not incorporated;high school graduate;never married;farming forestry and fishing;other relative;white;male;0;0;20;united states;<=50k
58;private;5th or 6th grade;married civilian spouse present;machine operators assmblrs & inspctrs;husband;black;male;0;0;48;united states;<=50k
25;private;high school graduate;never married;machine operators assmblrs & inspctrs;unmarried;black;male;0;0;40;united states;<=50k
30;private;high school graduate;never married;handlers equip cleaners etc;own child;black;female;99999;0;40;united states;>50k
51;self employed not incorporated;some college but no degree;divorced;adm support including clerical;not in family;white;male;0;0;40;united states;<=50k
30;private;bachelors degree(ba ab bs);never married;adm support including clerical;own child;white;male;0;2559;40;united states;>50k
20;private;some college but no degree;never married;other service;own child;white;male;0;0;30;united states;<=50k
57;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;sales;husband;white;male;0;0;50;united states;>50k
23;federal government;some college but no degree;never married;handlers equip cleaners etc;not in family;white;female;0;0;20;united states;<=50k
33;self employed not incorporated;high school graduate;never married;precision production craft & repair;not in family;white;male;0;0;35;united states;<=50k
47;private;some college but no degree;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;37;ecuador;>50k
54;private;high school graduate;divorced;adm support including clerical;not in family;white;female;0;0;40;united states;<=50k
75;private;10th grade;married civilian spouse present;transportation and material moving;husband;white;male;0;0;40;united states;<=50k
36;self employed incorporated;some college but no degree;married civilian spouse present;professional specialty;husband;white;male;0;0;50;united states;>50k
51;private;high school graduate;widowed;executive admin and managerial;not in family;white;female;3325;0;40;yugoslavia;<=50k
32;private;high school graduate;married civilian spouse present;machine operators assmblrs & inspctrs;husband;white;male;0;0;40;united states;<=50k
20;private;high school graduate;never married;machine operators assmblrs & inspctrs;own child;white;male;0;0;40;united states;<=50k
20;private;some college but no degree;never married;executive admin and managerial;unmarried;white;female;0;0;40;united states;<=50k
41;self employed not incorporated;bachelors degree(ba ab bs);married civilian spouse present;adm support including clerical;wife;white;female;0;0;40;united states;>50k
31;private;masters degree(ma ms meng med msw mba);married civilian spouse present;professional specialty;husband;white;male;0;0;40;united states;>50k
41;private;bachelors degree(ba ab bs);divorced;other service;unmarried;asian or pacific islander;female;0;0;40;vietnam;<=50k
56;private;high school graduate;married civilian spouse present;sales;wife;black;female;0;0;36;united states;<=50k
46;private;10th grade;divorced;transportation and material moving;not in family;white;male;0;0;50;united states;<=50k
59;private;high school graduate;married civilian spouse present;precision production craft & repair;husband;white;male;0;0;40;united states;>50k
31;private;bachelors degree(ba ab bs);married civilian spouse present;protective services;husband;white;male;0;0;40;united states;<=50k
20;private;high school graduate;never married;other service;own child;white;male;0;0;23;united states;<=50k
69;private;associates degree occup /vocational;widowed;adm support including clerical;not in family;white;female;1848;0;50;united states;<=50k
35;private;bachelors degree(ba ab bs);married civilian spouse present;executive admin and managerial;husband;white;male;0;1977;50;united states;>50k
58;private;high school graduate;married civilian spouse present;transportation and material moving;husband;white;male;0;0;38;united states;<=50k
21;private;some college but no degree;never married;sales;not in family;white;female;0;0;45;united states;<=50k
60;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;asian or pacific islander;male;0;0;45;united states;>50k
29;private;high school graduate;divorced;machine operators assmblrs & inspctrs;not in family;black;male;0;0;40;united states;<=50k
29;self employed not incorporated;some college but no degree;married civilian spouse present;professional specialty;husband;amer indian aleut or eskimo;male;0;0;40;united states;<=50k
53;private;high school graduate;married civilian spouse present;executive admin and managerial;husband;white;male;0;0;40;united states;<=50k
43;federal government;high school graduate;married civilian spouse present;adm support including clerical;wife;black;female;0;1848;40;united states;>50k
55;local government;masters degree(ma ms meng med msw mba);married civilian spouse present;executive admin and managerial;wife;white;female;0;0;40;united states;>50k
